Food Name,Protein (g),Fat (g),Carbohydrates (g),Calories,Sucrose (g),Glucose (g),Fructose (g),Lactose (g),Maltose (g),Sugar (g),Galactose (g),Fiber (g),Calcium (mg),Iron (mg),Magnesium (mg),Phosphorus (mg),Potasssium (mg),Sodium (mg),Zinc (mg),Cupper (mg),Manganese (mg),Selenium (mcg),Vitamin A (IU),Retinol (mcg),Retinol Equivalents (mcg),Beta Carotene (mcg),Alpha Carotene (mcg),Vitamin E (mg),Vitamin D (mcg),Vitamin D2 (Ergocalciferol)  (mcg),Vitamin D3 (Cholecalciferol) (mcg),Beta Cryptoxanthin (mcg),Lycopene (mcg),Lutein and Zeaxanthin (mcg),Vitamin C (mg),Thiamin (B1) (mg),Riboflavin (B2) (mg),Niacin (B3) (mg),Vitamin B5 (mg),Vitamin B6 (mg),Folate (B9) (mcg),Vitamin B12,Choline (mg),Cholesterol (mg),Saturated Fat (g),Net Carbs
"Beef, New Zealand, imported, subcutaneous fat, cooked",6.5,78.3,0,731,0,0,0,0,0,0,0,0,17,0.47,7,66,129,25,0.43,0.015,0.002,2.2,0,0,0,0,0,0,0.3,0,0.3,0,0,0,0,0.063,0.034,1.27,0.092,0.057,0,0.34,0,63,30.256,0
"Beef, New Zealand, imported, subcutaneous fat, raw",8.5,72.38,0,685,0,0,0,0,0,0,0,0,20,0.38,5,51,93,26,0.36,0.013,0.002,1.8,0,0,0,0,0,0,0.3,0,0.3,0,0,0,0,0.132,0.027,0.74,0.092,0.052,0,0.16,0,64,31.514,0
"Beef, New Zealand, imported, sweetbread, cooked, boiled",12.53,29.79,0,318,0,0,0,0,0,0,0,0,4,1.12,16,356,258,52,1.2,5.1,0.012,11,62,19,19,0,0,0.79,0.6,0,0.6,0,0,0,0,0.077,0.114,1.6,0.5,0.041,0,1.5,0,249,12.473,0
"Beef, New Zealand, imported, sweetbread, raw",11.51,28.6,0,303,0,0,0,0,0,0,0,0,4,1.15,15,331,318,64,1,5.1,0.012,9,65,19,19,0,0,0.69,0.6,0,0.6,0,0,0,0,0.087,0.122,2,0.6,0.041,0,2.1,0,217,12.294,0
"Beef, New Zealand, imported, tenderloin, separable lean only, cooked, fast fried",29.37,9.01,0.27,200,0,0,0,0,0,0,0,0,4,3.01,31,259,427,45,3.34,0.18,0.015,5.7,42,13,13,0,0,0.81,0.2,0,0.2,0,0,0,0,0.058,0.21,5.003,0.82,0.23,0,1.97,0,81,3.596,0.27
"Beef, New Zealand, imported, oyster blade, separable lean and fat, raw",21.27,10.31,0,178,0,0,0,0,0,0,0,0,4,1.89,18,153,288,57,4.46,0.058,0.008,2,39,12,12,0,0,0.36,0.2,0,0.2,0,0,0,0,0.057,0.117,2.293,0.831,0.152,0,2.24,0,56,3.815,0
"Beef, New Zealand, imported, tenderloin, separable lean only, raw",21.19,6.1,0,140,0,0,0,0,0,0,0,0,4,2.21,24,204,362,39,2.34,0.104,0.012,4.3,31,9,9,0,0,0.6,0.1,0,0.1,0,0,0,0,0.054,0.119,4.054,0.575,0.267,0,1.78,0,58,2.446,0
"Beef, New Zealand, imported, variety meats and by-products, tongue, cooked, boiled",18.31,20.34,3.68,271,0,0,0,0,0,0,0,0,5,2.52,17,157,189,57,4.2,0.163,0.013,3.9,42,12,12,0,0,0.95,0.3,0,0.3,0,0,0,0,0.059,0.227,2.58,0.709,0.072,0,3.95,0,105,7.019,3.68
"Beef, New Zealand, imported, variety meats and by-products, tongue, raw",17.77,19.09,0,243,0,0,0,0,0,0,0,0,4,1.81,16,150,252,73,2.7,0.12,0.013,2.5,40,12,12,0,0,0.95,0.3,0,0.3,0,0,0,0,0.065,0.212,2.996,0.434,0.094,0,5.18,0,81,6.689,0
"Beef, New Zealand, imported, variety meats and by-products, tripe cooked, boiled",19,2.98,0,103,0,0,0,0,0,0,0,0,158,3.72,24,168,102,40,2.39,0.106,6.066,4.3,20,6,6,0,0,0.51,0.3,0,0.3,0,0,0,0,0.022,0.103,2.616,0.226,0.013,0,2.29,0,199,0.922,0
"Beef, New Zealand, imported, variety meats and by-products, tripe uncooked, raw",14.86,1.98,0,77,0,0,0,0,0,0,0,0,112,4.44,19,159,217,81,1.72,0.094,4.055,3.1,20,6,6,0,0,0.45,0.2,0,0.2,0,0,0,0,0.051,0.191,7.943,0.741,0.035,0,7.12,0,117,1.02,0
"Beef, New Zealand, imported, bolar blade, separable lean and fat, cooked, fast roasted",31.3,11.37,0,228,0,0,0,0,0,0,0,0,6,2.54,18,157,177,33,5.93,0.119,0.011,2.1,41,12,12,0,0,0.7,0.2,0,0.2,0,0,0,0,0.039,0.133,2.132,0.377,0.18,0,1.53,0,92,4.117,0
"Beef, New Zealand, imported, bolar blade, separable lean and fat, raw",21.29,8.22,0,159,0,0,0,0,0,0,0,0,4,1.97,22,183,313,54,3.46,0.138,0.013,1.1,20,6,6,0,0,0.37,0.1,0,0.1,0,0,0,0,0.051,0.105,3.01,0.521,0.315,0,1.71,0,57,3.017,0
"Beef, New Zealand, imported, brisket navel end, separable lean and fat, cooked, braised",20.14,41.33,0,453,0,0,0,0,0,0,0,0,11,1.29,11,94,137,33,3.61,0.047,0.003,3.1,32,10,10,0,0,0.43,0.3,0,0.3,0,0,0,0,0.035,0.069,1.974,0.037,0.084,0,0.94,0,72,15.494,0
"Beef, New Zealand, imported, brisket navel end, separable lean and fat, raw",15.81,31.27,0,345,0,0,0,0,0,0,0,0,9,1.11,13,118,223,54,2.66,0.037,0.003,2.5,29,9,9,0,0,0.29,0.2,0,0.2,0,0,0,0,0.056,0.076,2.683,0.255,0.177,0,1.38,0,62,12.915,0
"Beef, New Zealand, imported, brisket point end, separable lean and fat, cooked, braised",31.94,13.6,0,250,0,0,0,0,0,0,0,0,7,2.57,18,158,173,29,4.73,0.104,0.012,5,37,11,11,0,0,0.77,0.2,0,0.2,0,0,0,0,0.02,0.109,3.282,0.008,0.182,0,1.1,0,92,4.796,0
"Beef, New Zealand, imported, brisket point end, separable lean and fat, raw",20.05,9.23,0,163,0,0,0,0,0,0,0,0,5,1.94,20,179,306,49,2.51,0.095,0.01,2.6,26,8,8,0,0,0.44,0.1,0,0.1,0,0,0,0,0.041,0.05,4.089,0.256,0.303,0,1.31,0,55,3.685,0
"Beef, New Zealand, imported, chuck eye roll, separable lean and fat, cooked, braised",29.92,14.74,0,252,0,0,0,0,0,0,0,0,7,2.52,18,149,183,37,7.18,0.091,0.01,2.1,37,11,11,0,0,0.82,0.2,0,0.2,0,0,0,0,0.031,0.133,1.97,0.008,0.139,0,1.83,0,95,5.199,0
"Beef, New Zealand, imported, chuck eye roll, separable lean and fat, raw",19.38,11.45,0,181,0,0,0,0,0,0,0,0,6,1.89,19,169,295,53,4.44,0.069,0.008,1.4,26,8,8,0,0,0.57,0.2,0,0.2,0,0,0,0,0.058,0.111,2.685,0.253,0.175,0,2.07,0,61,4.437,0
"Beef, New Zealand, imported, cube roll, separable lean and fat, cooked, fast roasted",27.79,19.45,0.03,286,0,0,0,0,0,0,0,0,6,2.2,22,195,338,49,4.56,0.069,0.004,6.2,37,11,11,0,0,0.36,0.4,0,0.4,0,0,0,0,0.066,0.137,3.889,0.405,0.281,0,1.3,0,91,7.012,0.03
"Beef, New Zealand, imported, cube roll, separable lean and fat, raw",18.22,16.31,1.31,225,0,0,0,0,0,0,0,0,5,1.91,18,161,297,43,3.32,0.055,0.009,4.4,49,15,15,0,0,0.34,0.2,0,0.2,0,0,0,0,0.07,0.072,3.015,0.29,0.254,0,1.39,0,60,6.734,1.31
"Beef, New Zealand, imported, eye round, separable lean and fat, cooked, slow roasted",29.49,5.57,0,168,0,0,0,0,0,0,0,0,4,1.88,24,221,372,43,3.92,0.063,0.004,1.8,24,7,7,0,0,0.59,0.1,0,0.1,0,0,0,0,0.041,0.111,3.962,0.35,0.335,0,1.24,0,67,1.85,0
"Beef, New Zealand, imported, eye round, separable lean and fat, raw",19.88,4.92,1.32,129,0,0,0,0,0,0,0,0,4,1.37,21,189,346,39,2.72,0.047,0.004,1.1,23,7,7,0,0,0.45,0.1,0,0.1,0,0,0,0,0.039,0.069,3.431,0.261,0.323,0,1.12,0,48,1.573,1.32
"Beef, New Zealand, imported, flank, separable lean and fat, cooked, braised",30.13,9.73,0,208,0,0,0,0,0,0,0,0,5,2.36,18,139,190,28,6.73,0.065,0.011,5.4,37,11,11,0,0,0.93,0.3,0,0.3,0,0,0,0,0.022,0.085,3.41,0.129,0.118,0,1.38,0,78,3.566,0
"Beef, New Zealand, imported, flank, separable lean and fat, raw",20.12,8.9,0,161,0,0,0,0,0,0,0,0,4,1.53,19,171,323,46,4.19,0.044,0.006,3.4,25,8,8,0,0,0.33,0.1,0,0.1,0,0,0,0,0.035,0.08,4.594,0.138,0.2,0,1.51,0,49,3.292,0
"Beef, New Zealand, imported, flat, separable lean and fat, cooked, braised",31.86,13.79,0,252,0,0,0,0,0,0,0,0,6,3.09,17,154,170,30,4.33,0.181,0.015,2,47,14,14,0,0,1.1,0,0,0,0,0,0,0,0.026,0.184,2.24,0.147,0.165,0,1.77,0,92,4.507,0
"Beef, New Zealand, imported, flat, separable lean and fat, raw",20.57,10.55,0,177,0,0,0,0,0,0,0,0,5,1.84,19,170,283,49,5.22,0.115,0.008,1.1,34,10,10,0,0,0.49,0,0,0,0,0,0,0,0.046,0.135,3.212,0.311,0.265,0,2.72,0,58,3.847,0
"Beef, New Zealand, imported, hind shin, separable lean and fat, cooked, braised",29.82,8.5,0.07,196,0,0,0,0,0,0,0,0,7,2.6,19,150,211,43,5.85,0.106,0.011,2.1,25,8,8,0,0,0.7,0.2,0,0.2,0,0,0,0,0.021,0.113,2.611,0.187,0.139,0,1.21,0,88,2.948,0.07
"Beef, New Zealand, imported, hind shin, separable lean and fat, raw",20.61,7.2,0,147,0,0,0,0,0,0,0,0,5,1.95,20,170,313,61,3.66,0.063,0.009,2,20,6,6,0,0,0.41,0,0,0,0,0,0,0,0.04,0.109,3.136,0.492,0.246,0,1.43,0,57,2.711,0
"Beef, New Zealand, imported, oyster blade, separable lean and fat, cooked, braised",29.79,8.68,0,197,0,0,0,0,0,0,0,0,5,2.77,17,144,151,25,5.27,0.09,0.011,2,35,10,10,0,0,0.75,0.2,0,0.2,0,0,0,0,0.023,0.147,1.645,0,0.099,0,1.85,0,87,3.013,0
"Beef, New Zealand, imported, rump centre, separable lean and fat, cooked, fast fried",30.01,7.96,0,192,0,0,0,0,0,0,0,0,5,2.95,29,253,425,55,4.05,0.144,0.012,1.9,38,12,12,0,0,0.56,0.2,0,0.2,0,0,0,0,0.081,0.198,3.904,0.772,0.274,0,2.2,0,78,2.795,0
"Beef, New Zealand, imported, rump centre, separable lean only, raw",21.74,6.05,0,141,0,0,0,0,0,0,0,0,4,2.3,22,191,343,49,3.46,0.107,0.01,1.5,24,7,7,0,0,0.32,0.1,0,0.1,0,0,0,0,0.066,0.118,2.729,0.581,0.276,0,2.15,0,55,1.999,0
"Beef, New Zealand, imported, rump centre, separable lean and fat, raw",21.65,6.5,0,145,0,0,0,0,0,0,0,0,4,2.29,22,190,341,49,3.43,0.106,0.009,1.5,24,7,7,0,0,0.31,0.1,0,0.1,0,0,0,0,0.067,0.117,2.716,0.577,0.274,0,2.13,0,55,2.2,0
"Beef, New Zealand, imported, striploin, separable lean and fat, cooked, fast fried",24.89,22.33,0.02,301,0,0,0,0,0,0,0,0,8,1.72,21,192,325,50,2.92,0.068,0.003,3.7,53,16,16,0,0,0.44,0.3,0,0.3,0,0,0,0,0.054,0.077,4.25,0.358,0.279,0,0.84,0,69,8.244,0.02
"Beef, New Zealand, imported, striploin, separable lean and fat, raw",18.49,19.53,0.6,252,0,0,0,0,0,0,0,0,7,1.38,17,153,268,43,2.31,0.046,0.005,2.8,33,10,10,0,0,0.28,0.2,0,0.2,0,0,0,0,0.063,0.075,3.569,0.263,0.265,0,0.61,0,57,8.064,0.6
"Beef, New Zealand, imported, tenderloin, separable lean and fat, cooked, fast fried",29.26,9.35,0.27,202,0,0,0,0,0,0,0,0,4,2.99,30,258,425,45,3.33,0.18,0.015,5.7,42,13,13,0,0,0.81,0.2,0,0.2,0,0,0,0,0.058,0.209,4.985,0.817,0.229,0,1.96,0,81,3.729,0.27
"Beef, New Zealand, imported, tenderloin, separable lean and fat, raw",21.04,6.88,0,146,0,0,0,0,0,0,0,0,4,2.18,24,203,359,39,2.32,0.102,0.012,4.3,30,9,9,0,0,0.59,0.1,0,0.1,0,0,0,0,0.055,0.118,4.015,0.569,0.264,0,1.76,0,58,2.788,0
"Beef, ground, 93% lean meat / 7% fat, raw",20.85,7,0,152,0,0,0,0,0,0,0,0,10,2.33,21,192,336,66,4.97,0.075,0.01,17.1,14,4,4,0,0,0.17,0.1,0,0.1,0,0,0,0,0.041,0.151,5.325,0.632,0.383,5,2.23,69,63,2.878,0
"Beef, ground, 93% lean meat / 7% fat, patty, cooked, broiled",26.22,8.94,0,193,0,0,0,0,0,0,0,0,9,2.78,22,205,342,66,6.41,0.094,0.014,21.5,9,3,3,0,0,0.12,0,0,0,0,0,0,0,0.043,0.176,5.827,0.658,0.406,7,2.51,84.8,88,3.684,0
"Beef, ground, 93% lean meat /7% fat, patty, cooked, pan-broiled",25.56,8.01,0.06,182,0,0,0,0,0,0,0,0,11,2.82,24,220,371,72,6.4,0.089,0.012,20.9,10,3,3,0,0,0.13,0,0,0,0,0,0,0,0.043,0.177,6.175,0.642,0.386,7,2.79,82.7,84,3.286,0.06
"Beef, ground, 93% lean meat / 7% fat, loaf, cooked, baked",27.03,8.43,0,192,0,0,0,0,0,0,0,0,10,2.99,21,197,309,59,6.78,0.079,0.01,22,9,3,3,0,0,0.12,0,0,0,0,0,0,0,0.035,0.171,5.408,0.643,0.353,6,2.49,87.4,88,3.48,0
"Beef, ground, 93% lean meat / 7% fat, crumbles, cooked, pan-browned",28.88,9.51,0,209,0,0,0,0,0,0,0,0,12,3.17,28,258,449,86,6.97,0.103,0.013,21.6,9,3,3,0,0,0.12,0,0,0,0,0,0,0,0.042,0.191,7.096,0.807,0.428,8,2.8,93.4,89,3.897,0
"Beef, ground, 97% lean meat / 3% fat, raw",21.98,3,0,121,0,0,0,0,0,0,0,0,8,2.44,22,203,357,66,5.21,0.08,0.01,17.7,14,4,4,0,0,0.17,0.1,0,0.1,0,0,0,0,0.041,0.151,5.663,0.673,0.401,4,2.26,72.8,60,1.48,0
"Beef, ground, 97% lean meat / 3% fat, patty, cooked, broiled",26.36,4.46,0,153,0,0,0,0,0,0,0,0,5,2.88,23,208,353,64,6.45,0.098,0.015,21.5,9,3,3,0,0,0.12,0,0,0,0,0,0,0,0.041,0.176,6.051,0.658,0.418,7,2.44,86,88,2.207,0
"Beef, ground, 97% lean meat /3% fat, patty, cooked, pan-broiled",26.03,3.65,0,144,0,0,0,0,0,0,0,0,7,2.89,24,224,382,69,6.5,0.093,0.012,21.2,10,3,3,0,0,0.13,0,0,0,0,0,0,0,0.043,0.177,6.374,0.65,0.396,7,2.79,84.9,84,1.797,0
"Beef, ground, 97% lean meat / 3% fat, loaf, cooked, baked",27.58,4.06,0,154,0,0,0,0,0,0,0,0,6,3.11,22,202,321,56,6.94,0.079,0.011,22.5,9,3,3,0,0,0.12,0,0,0,0,0,0,0,0.032,0.171,5.648,0.666,0.36,6,2.49,90,88,2.011,0
"Beef, ground, 97% lean meat / 3% fat, crumbles, cooked, pan-browned",29.46,5.46,0,175,0,0,0,0,0,0,0,0,7,3.29,29,267,470,84,7.15,0.108,0.013,21.6,9,3,3,0,0,0.12,0,0,0,0,0,0,0,0.041,0.191,7.485,0.807,0.428,7,2.8,96.1,89,2.686,0
"Beef, composite of trimmed retail cuts, separable lean and fat, trimmed to 0"" fat, all grades, raw",20.95,9.3,0.05,169,0,0,0,0,0,0,0,0,13,2.04,17,194,310,61,4.74,0.069,0.007,22.9,9,3,3,0,0,0.18,0.1,0,0.1,0,0,0,0,0.073,0.195,5.34,0.47,0.527,5,2.23,59.6,65,3.845,0.05
"Beef, composite of trimmed retail cuts, separable lean only, trimmed to 1/8"" fat, all grades, raw",22.15,5.38,0,140,0,0,0,0,0,0,0,0,17,1.84,21,194,316,56,4.59,0.081,0.029,26.6,3,1,1,0,0,0.25,0,0,0,0,0,0,0,0.085,0.187,6.139,0.552,0.589,9,1.61,74.7,62,1.974,0
"Beef, composite of trimmed retail cuts, separable lean only, trimmed to 1/8"" fat, all grades, cooked",28.95,8.15,0,194,0,0,0,0,0,0,0,0,12,2.4,23,200,303,54,5.8,0.083,0.031,33.2,4,1,1,0,0,0.28,0.1,0,0.1,0,0,0,0,0.074,0.213,6.222,0.549,0.536,9,1.94,89.2,80,3.108,0
"Beef, composite of trimmed retail cuts, separable lean only, trimmed to 0"" fat, all grades, raw",22.15,5.54,0.08,139,0,0,0,0,0,0,0,0,13,2.08,18,202,322,60,4.86,0.067,0.013,23.9,5,1,1,0,0,0.19,0.1,0,0.1,0,0,0,0,0.075,0.203,5.727,0.494,0.558,5,2.1,60.1,63,2.151,0.08
"Beef, composite of trimmed retail cuts, separable lean only, trimmed to 1/8"" fat, choice, raw",22.01,6.05,0,147,0,0,0,0,0,0,0,0,18,1.91,21,193,308,55,4.59,0.078,0.028,26.2,2,1,1,0,0,0.26,0.1,0,0.1,0,0,0,0,0.088,0.195,6.31,0.511,0.582,9,1.75,74,62,2.222,0
"Beef composite, separable lean only, trimmed to 1/8"" fat, choice, cooked",28.73,9.16,0,203,0,0,0,0,0,0,0,0,11,2.49,22,197,298,53,5.84,0.085,0.032,33.1,2,1,1,0,0,0.27,0.1,0,0.1,0,0,0,0,0.076,0.213,6.148,0.525,0.523,8,1.99,89.2,82,3.536,0
"Beef, composite of trimmed retail cuts, separable lean and fat, trimmed to 0"" fat, choice, raw",21.34,10.08,0.06,176,0,0,0,0,0,0,0,0,13,2.07,17,194,306,61,4.82,0.071,0.007,23.2,9,3,3,0,0,0.2,0.1,0,0.1,0,0,0,0,0.071,0.192,5.513,0.484,0.524,4,2.32,62.8,66,4.122,0.06
"Beef, composite of trimmed retail cuts, separable lean only, trimmed to 0"" fat, choice, raw",21.55,7.24,0,151,0,0,0,0,0,0,0,0,14,2.16,20,206,335,66,5.36,0.077,0.007,23.7,5,1,1,0,0,0.18,0.1,0,0.1,0,0,0,0,0.072,0.205,5.519,0.518,0.548,5,2.6,61.5,66,2.755,0
"Beef, composite of trimmed retail cuts, separable lean only, trimmed to 0"" fat, select, raw",22.03,4.99,0.05,133,0,0,0,0,0,0,0,0,12,2.14,19,205,330,63,5.08,0.073,0.013,25.4,6,2,2,0,0,0.17,0.1,0,0.1,0,0,0,0,0.08,0.214,5.558,0.551,0.552,5,2.33,65.7,64,1.973,0.05
"Beef, composite of trimmed retail cuts, separable lean and fat, trimmed to 0"" fat, select, raw",21.2,8,0.04,157,0,0,0,0,0,0,0,0,13,2.06,18,197,315,61,4.76,0.069,0.007,24,9,3,3,0,0,0.18,0.1,0,0.1,0,0,0,0,0.077,0.201,5.327,0.517,0.533,5,2.22,63.6,64,3.351,0.04
"Beef, composite of trimmed retail cuts, separable lean only, trimmed to 1/8"" fat, select, cooked",27.51,6.37,0,167,0,0,0,0,0,0,0,0,11,2.17,22,192,294,51,5.5,0.076,0.029,33.6,3,1,1,0,0,0.25,0.1,0,0.1,0,0,0,0,0.071,0.201,5.897,0.54,0.499,8,1.68,85.1,74,2.354,0
"Beef, composite of trimmed retail cuts, separable lean only, trimmed to 1/8"" fat, select, raw",22.37,4.55,0,130,0,0,0,0,0,0,0,0,17,1.81,22,198,328,58,4.67,0.085,0.03,28.1,4,1,1,0,0,0.22,0,0,0,0,0,0,0,0.08,0.18,6.021,0.552,0.59,9,1.47,71.9,62,1.664,0
"USDA Commodity, beef patties with VPP, frozen, cooked",15.64,16.94,7.89,247,0,0,0,0,0,0,0,1.4,39,3.64,49,235,325,66,8.32,0.251,0.35,14.6,89,14,16,26,0,0,0,0,0,0,0,0,0,0.253,0.209,3.853,1.165,0.264,17,2.87,0,38,6.253,6.49
"USDA Commodity, beef, ground bulk/coarse ground, frozen, cooked",26.06,16.34,0,259,0,0,0,0,0,0,0,0,9,3.01,24,221,333,95,6.28,0.14,0.016,15.9,41,12,12,0,0,0,0,0,0,0,0,0,0,0.071,0.12,3.376,0.574,0.132,9,3.06,0,89,5.744,0
"USDA Commodity, beef, patties (100%), frozen, cooked",22.98,16.37,0.91,249,0,0,0,0,0,0,0,0,8,2.55,19,183,233,66,5.26,0.064,0.016,21.5,35,11,11,0,0,0,0,0,0,0,0,0,0,0.051,0.186,2.94,0.606,0.167,8,3.5,0,86,6.252,0.91
"USDA Commodity, beef patties with VPP, frozen, raw",15.21,16.48,3.84,225,0,0,0,0,0,0,0,1.3,29,2.66,36,190,294,55,5.44,0.163,0.252,11.7,96,15,17,28,0,0,0,0,0,0,0,0,0,0.316,0.22,4.281,1.456,0.44,0,3.59,0,33,5.872,2.54
"USDA Commodity, beef, patties (100%), frozen, raw",14.63,15.69,0,204,0,0,0,0,0,0,0,0,7,1.93,18,145,269,74,4.12,0.073,0.017,14.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0.043,0.16,3.846,0.309,0.214,6,2.05,0,53,6.333,0
"USDA Commodity, beef, ground, bulk/coarse ground, frozen, raw",17.37,17.07,0,228,0,0,0,0,0,0,0,0,7,1.69,17,122,246,57,3.59,0.062,0.015,12.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.056,0.232,4.207,0.362,0.241,7,1.91,0,69,6.813,0
"Beef, chuck, mock tender steak, separable lean only, trimmed to 0"" fat, all grades, cooked, broiled",25.9,5.42,0,159,0,0,0,0,0,0,0,0,8,2.93,23,227,293,71,7.83,0.118,0,25.3,0,0,0,0,0,0.16,0,0,0,0,0,0,0,0.111,0.23,3.635,0,0.322,8,3.39,98.6,63,1.828,0
"Beef, chuck, top blade, separable lean only, trimmed to 0"" fat, all grades, cooked, broiled",26.13,10.16,0,203,0,0,0,0,0,0,0,0,7,2.81,24,217,304,68,8.92,0.112,0,20,0,0,0,0,0,0.17,0,0,0,0,0,0,0,0.124,0.23,3.821,0,0.387,8,3.57,99.5,60,3.25,0
"Beef, chuck, clod roast, separable lean only, trimmed to 1/4"" fat, all grades, raw",19.63,5.02,0,129,0,0,0,0,0,0,0,0,6,2.35,22,192,354,64,4.83,0.09,0,30,0,0,0,0,0,0.13,0,0,0,0,0,0,0,0.12,0.194,3.444,0,0.406,7,3.21,0,59,1.414,0
"Beef, chuck, clod roast, separable lean only, trimmed to 0"" fat, all grades, cooked, roasted",26.82,6.34,0,172,0,0,0,0,0,0,0,0,7,3.2,22,222,385,74,6.39,0.1,0,30,0,0,0,0,0,0.17,0,0,0,0,0,0,0,0.09,0.252,3.529,0,0.278,10,3.07,102.2,67,2.037,0
"Beef, chuck, clod roast, separable lean only, trimmed to 1/4"" fat, all grades, cooked, roasted",26.36,6.75,0,173,0,0,0,0,0,0,0,0,7,3.09,22,215,372,71,6.39,0.1,0,30,0,0,0,0,0,0.17,0,0,0,0,0,0,0,0.089,0.247,3.469,0,0.273,9,3.02,0,71,2.144,0
"Beef, shoulder steak, boneless, separable lean only, trimmed to 0"" fat, all grades, cooked, grilled",28.6,5.82,0,175,0,0,0,0,0,0,0,0,12,2.94,26,249,372,68,8.19,0.105,0.013,32,5,2,2,0,0,0.1,0.1,0,0.1,0,0,0,0,0.09,0.225,5.542,0.79,0.678,7,3.43,88.7,82,2.43,0
"Beef, chuck, clod steak, separable lean only, trimmed to 1/4"" fat, all grades, cooked, braised",29.34,7.04,0,189,0,0,0,0,0,0,0,0,8,3.79,22,233,287,60,7.87,0.148,0,30,0,0,0,0,0,0.13,0,0,0,0,0,0,0,0.075,0.254,3.121,0,0.261,9,2.97,0,94,2.271,0
"Beef, chuck, mock tender steak, separable lean and fat, trimmed to 0"" fat, USDA choice, cooked, broiled",25.73,5.72,0,161,0,0,0,0,0,0,0,0,8,3.02,23,234,293,73,7.83,0.121,0,25.2,0,0,0,0,0,0.16,0,0,0,0,0,0,0,0.11,0.229,3.612,0,0.32,8,3.37,0,65,1.721,0
"Beef, chuck, mock tender steak, separable lean and fat, trimmed to 0"" fat, USDA select, cooked, broiled",26.08,5.24,0,159,0,0,0,0,0,0,0,0,7,2.8,23,217,293,68,7.81,0.112,0,25.3,0,0,0,0,0,0.15,0,0,0,0,0,0,0,0.112,0.232,3.66,0.742,0.324,8,3.42,99.3,60,2.09,0
"Beef, chuck, top blade, separable lean and fat, trimmed to 0"" fat, choice, cooked, broiled",25.77,12.93,0,227,0,0,0,0,0,0,0,0,7,2.77,24,215,300,68,8.76,0.111,0,19.9,0,0,0,0,0,0.18,0,0,0,0,0,0,0,0.11,0.229,3.619,0.892,0.32,8,3.38,98.2,58,4.162,0
"Beef, chuck, top blade, separable lean and fat, trimmed to 0"" fat, select, cooked, broiled",25.67,9.99,0,200,0,0,0,0,0,0,0,0,7,2.74,24,212,298,67,8.68,0.11,0,19.9,0,0,0,0,0,0.16,0,0,0,0,0,0,0,0.138,0.224,3.97,0.98,0.467,9,3.71,97.8,67,3.533,0
"Beef, chuck, clod roast, separable lean and fat, trimmed to 0"" fat, choice, cooked, roasted",24.61,12.26,0,216,0,0,0,0,0,0,0,0,8,3.02,20,210,363,71,5.95,0.095,0.001,28.9,0,0,0,0,0,0.15,0.2,0,0.2,0,0,0,0,0.082,0.23,3.251,0.653,0.257,9,2.85,93.7,67,4.285,0
"Beef, chuck, clod roast, separable lean and fat, trimmed to 0"" fat, select, cooked, roasted",27.3,8.76,0,196,0,0,0,0,0,0,0,0,7,3.09,21,215,372,72,6.16,0.097,0,29.4,0,0,0,0,0,0.16,0.1,0,0.1,0,0,0,0,0.092,0.256,3.599,0.699,0.284,10,3.15,104,73,3.349,0
"Beef, shoulder steak, boneless, separable lean and fat, trimmed to 0"" fat, choice, cooked, grilled",28.22,7.25,0,186,0,0,0,0,0,0,0,0,12,2.9,26,245,367,67,7.89,0.106,0.013,32.2,19,6,6,0,0,0.11,0.1,0,0.1,0,0,0,0,0.079,0.216,5.553,0.732,0.673,7,3.27,84.8,81,3.09,0
"Beef, shoulder steak, boneless, separable lean and fat, trimmed to 0"" fat, select, cooked, grilled",28.41,6.14,0,177,0,0,0,0,0,0,0,0,12,2.89,24,245,366,67,8.27,0.101,0.013,30.9,21,6,6,0,0,0.07,0.1,0,0.1,0,0,0,0,0.099,0.232,5.375,0.831,0.664,7,3.57,90.2,83,2.642,0
"Beef, plate, inside skirt steak, separable lean and fat, trimmed to 0"" fat, all grades, cooked, broiled",26.13,12.05,0,220,0,0,0,0,0,0,0,0,11,2.77,24,230,289,75,7.23,0.093,0,19.8,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0.09,0.191,3.745,0.608,0.321,7,3.72,99.5,60,4.666,0
"Beef, plate, outside skirt steak, separable lean and fat, trimmed to 0"" fat, all grades, cooked, broiled",23.51,17.13,0,255,0,0,0,0,0,0,0,0,11,2.58,24,214,379,92,5.51,0.087,0,18.6,0,0,0,0,0,0.11,0,0,0,0,0,0,0,0.115,0.19,4.193,1.155,0.477,7,4.17,89.5,59,7.083,0
"Beef, loin, bottom sirloin butt, tri-tip steak, separable lean and fat, trimmed to 0"" fat, all grades, cooked, broiled",29.97,15.18,0,265,0,0,0,0,0,0,0,0,12,3.64,26,265,437,72,7.05,0.158,0,10.3,0,0,0,0,0,0.17,0,0,0,0,0,0,0,0.128,0.286,4.225,0.59,0.443,10,2.83,114.2,68,5.707,0
